5  1094     1106.7  1118.8  1130.5
10 1091.9   1104.5  1116.5  1127.9
15 1089.8   1102.2  1114    1125.3
20 1087.5   1099.7  1111.4  1122.5
25 1085.1   1097.1  1108.6  1119.6
30 1082.6   1094.5  1105.8  1116.6
35 1079.9   1091.7  1102.8  1113.4
40 1077.2   1088.7  1099.7  1110.1
45 1074.3   1085.7  1096.5  1106.7
50 1071.3   1082.5  1093.2  1103.2
